emploi;revenu;genre;citoyennete;ethnie;minorite;religion;education;reseau_social;residence;naissance_pays_residence;cohabitation;droit_vote;province;naissance_province_residence;classe_sociale;classe_sociale_parents;langue;annee_naissance;province_naissance_parents;pays_naissance_parents;covid_satisfaction;covid_soin;covid_inquietude;covid_gestion;covid_jeune;immigration_ouverture;climat_economie;immigration_syrie;transition_energetique_taxes;confiance_police;securite_quartier;securite_gouvernement;securite_frontieres;immigration_quotas;climat_impact;minorites_partis;corruption;corruption_participation;mondialisation;covid_politiques;economie_preoccupation;deficit;corruption_evaluation_partis;economie_sociotropique;economie_egotropique;economie_satisfaction;representation_minorites;economie_criteres;enjeux_chomage;enjeux_environnement;enjeux_immigration;enjeux_economie;enjeux_education;enjeux_sante;climat_social;importance_immigration;importance_ecologie;economieCANADA_confiance;economieFRANCE_confiance;immigrationCANADA_confiance;immigrationFRANCE_confiance;inquietude_attentats;satisfaction_democracie;confiance_ChefEtat;altruisme_politiques;education_civique;ecoles;comprehension_elites;importance_vote;importance_representation;disproportion_electorale;reedition_compte;partis_votes;votes_objectif;votes_delais;importance_chef;engagement_politique;connaissances_politiqueUS;interet_politiqueUS;proche_parti;institutions_democratiques;vote_demonstration;importance_traits;trait_integrite;trait_leadership;trait_competence;trait_empathie;representation_partis;mode_scrutin;changement_scrutin;integration_localite;ideologie;vote_strategique;satisfaction_gouvernement;interet_politique;parti_liberal;parti_conservateur;ndp;bloc_quebecois;parti_vert;source_information;reseausociaux_cause;medias_traditionnels;couverture_influence;chaines_independance;medias_neutralite;biais_medias;niveau_information;consultation_sondage1;consultation_sondageFRANCE;consultation_sondageCANADA;principale_source;engagement_reseauxsociaux;abonnements_personnalites;plateforme;frequence_utilisation;inscription_reseauxsociaux;contact_information;effet_debats;importance_debatsTV;confiance_contenuRS;confiance_TVRadio;confiance_presseecrite;site_parti;like_parti;sophistication_etatsunis;sophistication_freeland;sophistication_legault;sophistication_macron;sophistication_pence;sophistication_singh;participation;quebec_2018;vote_US;vote_habitude;vote_memeparti;vote_france;vote_canada;vote_quebec;anciens_presidents;vote_nationaliste;aucune_preference;preference_parti;satisfaction_modescrutin;vote_chancesfavoris;importance_competence;premier_choix;autrechoix_frequence;refus_voteCANADA;refus_voteFRANCE;strategie_vote2;motivation;age
1;6;2;1;13;1;4;3;2;1;1;1;1;6;1;1;1;1;1990;2;2;3;1;7;3;;3;3;3;3;2;2;2;2;3;2;3;3;11;2;3;1;1;10;2;3;3;2;1;4;5;6;1;3;2;3;4;2;2;;1;;;2;3;4;3;2;4;2;2;2;2;1;2;2;5;5;5;3;2;3;4;6;2;1;3;4;2;3;3;10;6;6;3;4;5;5;2;2;2;2;3;2;2;4;2;3;3;2;;;3;3;3;3;5;2;2;4;5;2;2;3;1;1;;5;4;2;3;1;1;1;;2;2;;2;1;;4;1;1;3;3;7;2;2;6;;1;3;30
;6;1;18;;1;4;4;1;1;2;1;1;6;2;1;2;1;1999;2;2;2;1;7;1;;2;;;;;;;4;3;4;;4;8;3;2;2;2;;;;;;;;;;;;;;;;;;;;;3;5;3;2;6;5;6;3;3;2;1;1;3;;3;4;5;;3;3;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21
9;1;2;4;;2;2;3;2;5;2;2;2;;;1;1;1;1997;2;2;2;2;5;3;4;1;2;;4;2;3;;4;2;3;4;1;6;3;2;2;2;5;;1;3;3;3;4;1;3;2;5;6;3;10;1;;;;;;2;4;1;2;4;3;6;1;2;5;3;4;2;5;3;3;2;2;3;4;7;1;3;2;4;5;2;4;8;5;3;1;8;1;4;7;9;3;1;3;;2;2;4;;3;2;;;3;1;3;1;7;3;2;7;3;3;3;1;3;;2;5;4;2;3;1;1;;1;3;1;;;;3;;1;3;3;4;3;2;1;;;2;2;23
;4;1;18;;1;3;3;1;2;2;2;;;;3;1;1;1999;2;2;2;2;;2;;3;2;3;4;2;2;1;3;2;2;7;1;10;2;2;1;1;8;3;2;3;3;3;5;1;4;6;2;3;3;7;2;;2;;2;2;3;2;3;2;3;3;4;2;4;4;2;2;4;;1;;2;2;2;2;8;3;2;4;1;2;3;2;6;7;10;1;8;6;7;5;6;7;1;;1;2;4;2;5;2;3;;;4;3;3;2;6;4;2;7;8;3;4;3;3;1;;5;4;2;3;5;1;;1;1;2;1;;;5;;3;3;1;2;9;2;2;;7;2;1;21
1;2;1;1;;2;3;2;2;1;1;1;1;6;1;2;1;1;1973;1;1;2;1;7;2;2;1;1;4;3;2;1;2;3;4;1;1;1;9;4;2;1;1;9;3;3;2;2;1;2;5;6;4;3;1;;7;1;6;;3;;;2;4;3;4;3;2;1;3;2;1;1;1;2;8;1;7;1;2;2;2;8;2;1;4;3;2;2;3;6;3;7;2;7;6;2;7;3;3;1;3;1;2;2;1;3;2;2;;;4;2;3;;4;2;2;5;7;2;2;2;1;1;2;5;4;2;3;1;1;8;2;2;2;;1;1;1;3;1;2;2;2;8;;5;2;;;1;47
6;6;2;4;;2;4;3;2;2;1;1;1;;;1;1;1;2000;2;1;1;2;4;1;;2;2;4;4;1;2;1;2;4;1;7;3;11;3;3;2;1;10;3;3;2;2;3;6;5;2;3;4;1;3;5;1;;2;;1;2;1;5;4;1;1;4;1;1;2;3;5;1;1;7;1;7;2;3;2;3;7;3;1;4;2;2;1;2;10;3;7;1;7;;;;;;1;2;2;2;3;3;4;2;2;;;4;3;1;4;6;4;2;6;7;3;4;4;1;3;2;5;4;2;3;1;1;;2;1;2;1;;;5;;1;1;1;1;10;1;5;;6;;1;20
6;5;1;1;4;2;3;3;1;6;2;2;2;;;1;1;1;1998;2;2;2;2;7;2;2;5;3;5;4;2;1;2;3;5;2;3;2;6;2;3;1;2;4;2;1;2;2;3;;;;;;;1;7;2;;;;;;2;3;2;5;1;3;1;2;1;4;3;;;9;1;6;2;2;;3;10;1;2;3;4;2;;1;6;6;7;;4;8;4;8;1;2;4;2;3;1;3;2;4;3;2;;;4;2;3;3;3;4;2;4;10;2;3;3;1;1;2;5;4;2;3;1;1;;2;1;2;;;;4;;1;;3;1;9;;5;;;;1;22
2;3;1;1;5;2;4;2;1;1;1;1;1;6;1;1;1;1;2000;2;2;3;1;9;3;1;4;1;2;3;2;2;2;2;2;1;7;1;4;2;3;1;2;4;2;2;3;2;3;4;1;6;2;5;3;2;2;2;6;;6;;;3;2;1;6;4;1;3;1;2;3;1;2;3;10;1;2;4;2;4;3;9;2;3;1;4;4;3;2;8;5;10;3;3;3;2;3;0;1;2;1;4;3;6;2;1;3;2;;;3;3;3;1;5;3;4;1;7;1;3;2;1;1;1;5;4;2;3;1;2;8;;4;;;1;3;3;0;3;3;3;4;9;2;5;4;;2;2;20
6;1;2;1;13;1;3;4;2;1;1;1;1;6;1;3;2;1;1997;2;2;3;2;6;3;;3;2;4;;2;1;1;3;3;1;7;3;11;3;;3;;10;3;1;2;2;2;2;5;6;4;1;3;3;4;4;1;;;;;2;4;2;3;1;3;1;2;2;2;2;3;3;3;3;4;2;2;2;2;8;3;1;4;2;2;2;3;8;4;5;2;6;6;3;5;2;7;2;3;3;3;3;1;2;3;2;;;2;2;3;4;7;3;2;5;5;3;3;3;1;1;;;5;2;3;;1;;2;1;1;;;;5;5;1;1;;1;5;1;4;4;;;1;23
;5;2;4;;2;3;4;2;1;2;1;2;6;2;3;1;1;1999;2;2;2;;6;3;;3;2;2;4;4;3;1;2;3;1;;;5;3;3;1;1;9;2;3;5;2;1;6;1;5;4;2;3;2;5;2;;;;;;2;3;3;3;1;3;2;1;3;4;4;3;3;7;1;5;2;1;4;4;8;3;4;1;2;;3;5;1;7;5;4;6;;;;;;2;1;2;2;4;4;3;2;2;;;3;1;2;4;6;4;3;2;10;3;2;2;1;1;2;5;4;2;3;1;1;8;2;;;;;;1;;3;3;2;2;10;1;5;;;;3;21
4;5;1;4;;2;3;4;3;1;2;2;2;6;2;3;1;1;1956;2;2;2;;5;2;;5;4;1;5;1;1;1;1;1;3;;4;11;4;3;1;1;10;2;2;3;3;3;4;1;6;5;3;2;3;5;2;;;;;;2;5;2;2;2;3;2;2;3;2;3;1;1;10;1;5;2;2;2;3;10;2;3;1;4;5;5;5;5;6;5;2;5;;;;;;1;3;1;1;3;2;1;2;3;;;;3;3;;1;;;0;10;1;3;4;1;1;2;;4;2;3;1;;;1;1;2;;;;1;0;1;3;2;1;10;1;4;;;;2;64
6;4;1;1;13;1;3;3;1;1;1;1;1;6;2;1;1;1;1999;2;2;3;2;8;3;;2;3;4;3;2;1;3;;4;;7;2;9;2;3;1;;9;;3;2;2;;6;5;3;4;1;2;3;5;;;;;;;;;2;4;2;2;2;4;2;3;2;;;5;5;0;5;2;;;8;2;4;3;1;;;;10;5;5;;0;7;;;;;2;3;4;;6;3;3;4;2;;;1;2;3;1;7;4;2;7;9;2;2;2;1;1;4;;4;2;3;;1;8;2;;;;;;;0;3;1;;;7;;;;;;3;21
12;;1;4;;;4;2;2;1;2;1;1;;;;;1;1992;2;2;3;;6;3;;3;3;;3;2;1;2;1;3;2;;;;;;2;1;;;3;;2;;6;4;5;2;1;3;2;1;2;;;;;;3;3;;4;1;2;1;2;;3;;3;3;;3;;3;2;;2;;;;;;;;;4;5;;2;5;;;;;;2;2;;3;3;1;3;3;2;;;3;2;2;3;4;2;2;;;3;3;3;1;1;;;;2;;;1;;;1;1;;;;2;;3;3;;;5;1;;;;;;28
2;4;1;18;;1;2;3;1;1;2;1;1;6;2;1;1;1;1998;2;2;2;2;5;2;1;1;1;4;4;5;2;1;3;5;1;1;1;8;2;3;2;2;6;3;3;3;2;3;5;2;4;3;6;1;2;8;2;1;;1;;;1;4;3;5;1;3;1;3;4;2;2;2;2;7;1;8;1;2;2;3;8;2;3;4;1;2;1;3;9;4;3;2;9;8;2;5;1;6;4;3;2;2;5;1;3;2;2;;;4;2;2;1;5;4;3;0;7;3;3;3;3;1;2;5;4;2;3;1;1;3;2;1;1;;1;3;;0;1;1;1;1;8;1;3;2;;;1;22
6;4;2;18;;1;4;3;1;1;2;2;1;6;2;3;2;1;2000;3;3;1;1;2;1;;3;1;3;4;2;2;4;5;2;1;7;3;6;4;2;4;2;7;3;2;2;2;;2;1;5;6;4;3;2;3;1;;;;;;1;4;3;2;1;4;1;1;2;1;2;2;2;8;3;2;2;2;;2;8;1;3;2;4;2;2;3;4;3;7;1;7;;;;;;4;2;2;2;4;1;1;2;2;;;4;1;3;1;6;3;2;4;6;1;2;4;2;1;;;4;2;3;;2;8;2;4;;;5;5;4;6;1;1;2;2;5;;1;;;;1;20
;1;2;4;;2;4;3;2;2;1;2;1;;;2;2;1;1994;2;1;3;;8;3;;;;;4;4;3;3;;;2;;;3;3;;2;;;2;2;4;;;5;6;4;2;1;3;2;;2;;;;;;3;1;1;6;3;1;1;3;3;4;3;3;2;6;;3;4;2;4;4;6;4;3;1;2;4;;;;;;3;1;;;;;;4;;;;;;;3;;;;;;3;;7;4;;;;3;;;;;;;;2;;;1;;;1;2;;;;;;1;1;;;8;1;;;;;1;26
1;1;1;4;;2;3;3;2;2;1;2;1;;;1;1;1;1994;1;1;3;2;5;3;;3;3;3;4;3;2;2;3;3;3;;2;6;3;3;2;2;5;3;1;2;3;3;4;5;1;6;2;3;3;5;2;;7;;7;3;2;4;3;4;3;3;3;2;3;5;3;3;3;5;5;3;4;2;;3;5;3;1;2;4;5;5;6;6;6;5;2;6;5;5;;;;4;3;2;2;5;1;3;2;1;;;4;3;3;;2;1;2;5;8;2;3;3;1;1;;;;2;;;1;;;1;2;;;;;;3;1;3;1;8;1;5;;6;;1;26
3;2;1;18;;1;2;3;2;1;2;2;1;6;2;1;1;1;1963;2;2;2;1;8;2;4;2;2;3;5;4;2;3;3;3;2;2;1;10;4;4;1;;9;2;3;4;1;;5;4;6;2;3;1;2;5;1;2;;2;;;4;1;2;2;1;2;2;2;2;2;2;6;6;8;1;8;1;2;2;2;8;1;3;4;2;3;2;3;6;8;7;4;8;0;8;0;6;0;4;1;2;2;6;1;2;1;1;;2;4;1;2;1;5;2;3;8;10;3;2;3;2;2;2;5;4;2;3;1;1;2;1;1;2;;2;;1;0;1;2;5;1;8;1;2;1;;;1;57
1;1;2;4;;;3;2;2;2;1;2;1;;;2;1;1;1961;2;1;4;2;10;4;;2;2;2;5;2;2;2;2;4;2;;;6;2;4;1;1;5;2;2;4;3;;1;3;6;2;4;5;2;5;2;;;;;2;3;1;1;3;4;2;1;2;2;2;3;2;2;7;1;3;2;2;2;4;7;3;4;1;2;5;3;2;3;5;5;3;7;5;5;5;5;5;3;3;2;3;3;1;2;3;2;;;1;3;3;4;4;1;2;1;5;2;3;2;1;1;;;;2;;;1;;;2;1;6;;;4;;1;1;1;1;7;2;3;;2;1;3;59
6;1;1;1;4;2;3;3;2;1;1;1;1;6;1;2;1;1;1996;1;1;4;2;7;4;;3;;5;;4;4;4;4;5;;1;3;8;3;4;2;;6;;3;3;3;;5;6;2;4;3;1;2;3;4;6;;;;;3;1;1;2;;1;;1;1;3;1;2;1;4;;4;4;2;2;2;5;1;3;2;4;3;4;1;9;4;0;3;6;;;;;;4;3;3;3;5;1;4;3;2;;;3;2;3;3;5;3;3;6;4;2;2;2;3;1;2;5;4;2;3;1;2;8;;4;;;;;;3;3;3;5;1;10;;;;;;1;24
1;3;2;1;4;2;3;3;2;1;1;2;1;6;1;1;1;;1987;1;1;2;2;4;3;;2;1;5;1;3;2;2;3;5;1;3;1;7;3;3;2;2;5;2;3;2;1;2;2;6;5;1;3;4;2;0;1;3;;3;;;3;2;3;2;1;3;1;2;1;2;1;4;1;6;1;4;2;1;2;2;7;3;4;1;2;2;3;1;8;3;10;2;4;4;0;7;5;7;3;2;2;2;5;1;2;3;2;;;4;1;1;3;6;1;4;0;10;1;4;4;3;3;2;5;1;2;3;1;1;4;2;1;2;;3;4;;9;1;1;4;1;10;2;2;2;;1;1;33
;5;2;18;;2;2;4;1;1;2;2;1;6;2;3;2;1;1966;2;2;2;;6;2;1;2;3;5;5;2;2;2;2;4;3;1;3;2;2;1;1;;8;2;3;2;2;2;6;5;1;3;4;2;3;2;4;1;;1;;;2;3;4;;2;3;2;1;1;1;3;2;2;10;1;5;2;2;2;1;10;1;4;2;3;;2;3;8;5;10;2;7;10;;;;;1;2;2;2;2;1;4;2;2;;;4;1;2;3;3;1;3;7;10;3;4;3;3;3;2;5;4;2;3;1;1;3;2;2;1;;1;3;2;0;3;3;2;1;10;1;5;;;;;54
1;1;2;4;;2;2;2;3;2;1;2;1;;;2;1;1;1988;2;1;4;2;3;4;3;3;1;2;5;2;2;1;3;5;1;7;1;5;4;4;2;1;1;2;2;3;1;;2;6;5;1;4;3;2;4;1;;7;;7;1;4;1;1;3;2;1;2;2;3;6;1;3;1;2;2;0;4;1;3;3;5;3;4;1;2;4;4;6;5;3;1;4;2;;;;;;1;3;2;4;4;1;3;3;2;;;4;3;3;4;4;1;2;1;6;3;3;3;1;1;;;;2;;;1;;;1;2;3;;;1;;1;3;5;1;9;;2;;;;1;32
6;5;2;1;4;2;4;2;2;1;1;1;1;6;1;1;1;1;1998;1;1;2;2;3;2;;;4;5;3;1;2;2;5;4;2;3;4;8;3;;2;;8;3;3;3;2;;2;6;4;5;3;1;3;5;1;1;;;;;2;5;4;6;2;6;1;1;2;;4;;3;8;4;1;5;2;;3;7;1;3;4;2;;;3;8;3;6;1;0;8;0;7;3;8;2;2;3;3;4;3;3;4;2;;;2;3;3;1;6;4;1;0;4;2;2;2;1;1;2;5;4;2;3;1;1;4;2;1;2;;1;4;1;5;1;1;;;8;1;4;2;;;1;22
3;5;1;1;3;2;4;2;1;1;1;2;1;6;1;1;1;1;1996;1;1;3;1;7;3;1;4;1;3;1;5;1;2;2;4;1;1;1;11;5;4;1;1;9;2;2;2;3;2;2;5;6;3;1;4;3;9;1;5;;1;;;1;4;4;6;1;1;6;1;1;1;2;1;1;8;2;10;1;2;1;4;9;3;1;2;4;1;2;2;8;7;8;2;9;6;0;3;5;9;4;1;2;2;6;1;1;1;1;;1;2;1;2;1;1;;;8;8;3;2;2;3;3;2;5;4;1;5;1;2;8;;4;1;;6;6;1;7;3;3;3;5;9;3;;6;;;3;24
9;1;2;1;4;1;1;3;2;1;1;1;1;6;1;1;1;1;1996;2;2;4;1;8;4;2;4;1;5;3;5;2;2;3;5;1;1;1;5;4;3;2;2;4;3;2;4;1;2;6;3;1;2;5;4;2;10;1;3;;1;;;4;1;1;6;1;2;1;1;2;4;1;3;2;10;1;5;1;3;2;2;8;4;1;2;3;3;3;2;3;0;7;3;7;9;0;10;0;5;2;2;2;2;6;1;1;2;2;;;3;2;1;3;5;2;3;7;10;2;2;2;3;3;3;5;4;2;3;1;1;3;2;2;2;;3;4;5;0;3;1;3;3;6;1;5;2;;;1;24
4;5;2;1;4;2;2;3;2;1;1;2;1;6;1;1;1;1;1954;1;1;1;2;7;2;;3;2;3;3;2;1;2;1;4;1;3;3;11;2;3;1;1;10;2;3;2;3;2;4;6;5;1;3;2;3;3;2;1;;6;;;2;4;3;6;2;3;1;2;2;2;3;2;2;10;1;8;1;1;2;1;8;1;2;3;4;2;2;2;9;5;6;2;6;6;4;2;4;1;1;3;2;2;3;2;3;2;2;;;4;3;3;3;4;1;2;0;1;2;3;3;1;1;2;5;4;2;3;1;1;1;2;1;2;;;1;5;0;1;1;3;1;8;1;5;5;;;2;66
6;;1;18;;2;3;3;1;1;2;2;1;6;2;3;1;2;2000;2;2;2;;5;2;;3;2;4;4;2;2;2;2;3;2;5;3;5;4;3;3;;5;3;2;3;3;2;6;4;2;5;1;3;2;6;2;1;;2;;;3;2;4;6;3;4;3;2;3;4;3;2;;6;1;4;2;2;2;3;7;3;1;2;4;2;3;3;6;6;6;2;6;5;6;5;6;6;2;2;2;3;5;4;2;3;2;;;1;2;3;2;5;3;4;2;7;2;2;3;3;1;3;;4;2;3;1;;8;1;;;;5;;1;6;1;1;3;1;8;;4;6;;;1;20
1;5;1;4;;;4;4;2;2;1;2;1;;;3;1;1;1985;1;1;2;1;9;3;;4;2;3;4;2;2;1;3;3;1;;3;9;2;;1;1;10;2;1;4;;3;4;2;5;6;3;1;2;7;1;;2;;3;2;2;5;2;4;2;3;1;2;1;2;1;1;1;8;1;7;1;1;1;2;9;3;2;1;4;2;2;3;9;7;4;3;10;;;;;;3;3;2;2;5;2;1;1;1;2;;4;3;1;4;5;2;3;5;9;1;3;3;3;2;2;;;2;3;;1;;2;2;2;2;;;2;;1;1;4;1;10;1;1;;6;;1;35
6;1;1;18;;1;2;3;1;2;2;2;2;;;3;1;2;2000;2;2;2;1;7;2;1;2;2;4;2;2;2;2;2;4;2;1;3;7;5;3;2;1;6;2;3;1;2;3;5;6;1;4;2;3;2;6;2;;2;;6;3;1;4;4;4;2;5;2;2;2;2;3;2;2;7;1;3;2;2;2;3;4;1;3;4;2;2;2;5;5;5;7;2;7;6;5;;;6;2;2;2;2;5;1;2;3;2;;;3;1;1;4;4;4;2;7;7;3;3;3;3;1;4;;;2;3;;2;;2;1;;1;;;5;;1;1;1;2;7;1;4;;3;;1;20
3;5;1;1;4;2;4;3;1;1;1;2;1;6;1;3;1;1;1959;1;1;3;2;0;3;;1;3;5;3;5;1;5;5;5;3;7;1;1;5;3;2;2;1;3;3;2;3;;1;2;5;6;4;3;3;0;3;6;;6;;;3;3;1;6;5;2;5;2;2;3;2;3;2;5;4;5;3;2;4;4;5;1;4;3;2;4;4;2;5;5;10;2;0;5;5;5;5;5;4;3;4;4;5;5;2;3;2;;;1;3;3;;2;1;2;0;0;1;1;1;1;1;2;5;4;2;3;1;2;8;2;3;2;;;;1;5;3;3;4;5;5;3;;6;;;3;61
6;5;1;1;4;2;3;3;1;1;1;1;1;6;1;1;1;1;1998;1;1;1;2;0;2;1;1;1;5;2;3;2;2;2;2;3;1;3;4;3;2;2;2;4;1;2;2;2;1;4;2;3;5;6;1;2;6;2;1;;1;;;2;5;4;5;2;4;4;3;1;1;2;1;3;6;1;3;2;1;1;1;6;2;3;1;4;1;3;2;7;6;7;1;4;4;1;0;0;0;1;3;2;2;2;3;3;3;2;;;2;3;1;2;4;;3;4;5;1;2;2;3;3;2;5;4;2;3;1;1;1;2;1;1;;1;1;1;7;1;1;2;2;5;1;1;1;;;1;22
3;5;1;1;13;2;4;4;2;1;1;2;1;5;2;1;1;1;1966;2;2;2;1;8;2;1;1;1;5;2;2;1;3;5;5;2;1;2;1;1;2;1;2;6;2;3;2;1;1;6;3;4;1;2;5;1;6;1;1;;1;;;1;4;5;5;1;4;1;4;3;1;2;1;1;8;1;9;1;1;1;4;8;2;3;1;4;1;1;1;7;4;10;2;10;9;3;7;0;7;3;1;1;1;2;1;2;1;2;;;3;1;2;1;7;4;4;7;8;2;3;3;3;2;2;5;4;2;3;1;1;;2;1;2;;1;;4;;1;1;2;1;8;1;1;4;;;2;54
1;2;2;18;;2;2;3;1;1;2;2;1;6;2;1;1;;1971;2;2;3;1;6;2;;2;2;5;5;2;1;1;3;4;1;;;11;1;3;2;1;10;2;2;3;;1;4;5;1;6;3;2;2;0;2;;;;;;2;5;1;2;1;3;1;1;1;1;1;3;;10;;2;4;2;;;10;2;1;3;4;;3;3;7;5;10;2;5;;;;;;2;1;1;1;4;5;3;3;2;;;3;1;1;4;5;3;3;0;;4;3;3;1;1;;;4;2;;;1;;;2;2;;;3;5;;1;1;;;10;1;;;;;;49
2;6;2;1;4;2;4;2;2;1;1;1;1;6;1;2;2;1;2001;1;1;2;2;7;2;;3;1;5;2;3;2;2;1;5;1;3;2;7;3;3;2;1;8;2;2;3;2;;5;2;6;1;3;4;3;7;1;5;;3;;;2;4;3;4;1;5;1;2;2;2;3;2;2;8;3;5;2;2;3;3;6;1;3;4;2;2;2;2;10;8;10;2;5;6;0;8;6;6;2;1;2;2;2;1;2;2;2;;;2;2;3;4;7;4;3;4;10;3;3;3;3;1;2;;4;2;3;1;1;3;2;1;;;3;;;2;1;1;2;1;9;1;5;2;;;1;19
1;3;2;1;13;1;4;3;2;1;1;1;1;6;1;1;1;2;1997;2;2;2;2;8;2;3;3;1;3;1;2;1;1;3;3;1;3;2;3;1;2;2;2;7;2;1;2;2;3;4;2;1;5;6;3;3;3;1;5;;3;;;2;4;2;2;2;3;1;2;1;1;2;1;1;4;3;8;1;1;1;3;5;3;4;1;2;1;4;1;10;3;3;2;9;6;2;7;3;9;2;1;2;2;6;2;3;1;2;;;3;2;1;3;5;3;3;0;8;2;3;3;2;1;2;5;4;2;3;1;1;4;2;1;1;;5;4;1;4;1;1;3;1;8;1;5;2;;;1;23
2;5;2;1;4;2;3;3;2;1;1;2;1;6;1;1;2;1;1970;1;1;1;2;8;2;;6;2;5;4;2;2;2;;4;1;7;3;9;2;3;2;1;8;2;1;2;2;3;5;2;6;1;4;3;2;4;1;1;;4;;;1;4;3;5;1;5;1;2;1;2;4;2;1;10;1;5;1;1;1;4;7;3;1;4;2;2;;1;7;5;10;1;8;6;0;5;5;2;1;1;1;2;3;1;3;1;1;;1;4;3;1;1;6;3;4;5;10;2;4;3;3;1;2;5;4;2;3;1;1;1;2;1;2;;;1;5;5;1;1;4;1;10;1;4;2;;;1;50
6;1;1;18;;2;4;4;1;1;2;2;1;6;2;1;2;2;2000;2;2;2;1;3;2;2;3;2;5;4;2;2;3;4;4;1;3;3;11;3;3;3;;8;3;2;3;2;3;5;6;4;3;2;1;2;6;1;3;;3;;;2;3;2;4;1;3;1;2;1;2;2;5;4;5;1;5;2;2;4;3;6;1;2;3;4;5;5;6;5;3;6;2;7;5;2;6;6;7;4;3;3;2;4;2;4;2;2;;;1;2;3;1;4;2;2;5;9;2;2;2;3;1;2;5;4;2;3;1;1;8;;4;;;3;4;5;8;3;1;3;3;10;3;5;2;;;1;20
6;1;2;1;4;2;4;3;2;1;1;2;1;6;1;1;1;1;1999;1;1;3;1;7;3;2;2;2;4;4;2;2;3;4;5;2;3;2;10;4;4;1;1;9;2;3;3;1;2;5;4;6;1;2;3;2;7;2;3;;3;;;3;4;3;4;1;2;1;2;1;2;2;1;1;6;1;4;2;1;2;3;7;1;4;3;2;2;4;1;10;3;4;3;8;6;0;9;8;6;2;2;2;2;4;1;2;2;2;;;4;1;1;4;6;4;4;0;10;3;3;4;3;3;;5;4;2;3;1;1;4;2;1;;;3;2;;6;1;1;5;1;7;1;5;2;;;1;21
1;2;2;4;;2;4;4;2;2;1;2;1;;;1;2;1;1995;2;1;2;2;10;2;;2;2;4;4;5;2;1;2;4;1;;;11;3;3;1;1;10;2;2;4;2;1;1;6;4;2;3;5;2;8;2;;;;1;2;2;3;1;6;1;3;1;1;3;2;2;6;5;2;1;3;4;2;;4;3;1;4;3;2;3;2;;1;4;5;2;0;2;0;4;;5;1;1;3;4;3;3;1;3;2;;;;3;3;3;7;4;2;0;3;2;3;2;1;1;;;;2;;;1;;1;2;2;;;;2;;1;1;2;1;8;1;3;;1;;1;25
4;1;1;1;13;2;1;3;1;1;2;;1;6;2;1;;2;1939;2;2;2;;5;2;1;;2;;;2;2;2;2;3;1;1;;;4;;1;1;4;2;3;;;;6;2;1;4;5;3;2;4;;1;;1;;;3;5;;;1;;1;2;2;1;1;2;1;5;;5;2;;;1;7;2;3;1;4;5;2;;5;;5;2;4;8;1;;0;;3;1;2;3;3;1;1;2;2;;;;2;;1;4;2;3;0;4;2;2;2;1;1;;;4;2;;1;1;3;;1;1;;1;3;;0;1;1;2;1;5;1;5;4;;;1;81
6;1;2;1;4;2;4;3;2;1;1;1;1;6;1;1;1;1;1997;1;1;3;2;4;4;2;1;1;5;2;4;1;2;3;5;1;3;3;9;2;2;4;;8;;1;1;1;;5;6;2;3;1;4;3;8;1;3;;3;;;2;3;2;4;2;3;1;2;2;3;2;3;2;10;3;0;5;1;3;;10;1;3;4;2;2;3;3;9;2;5;2;3;2;0;9;7;8;2;3;2;4;5;1;;3;2;;;3;2;3;3;5;1;3;2;8;4;4;3;3;1;;5;4;2;3;1;1;4;;1;1;;3;4;;5;1;1;3;1;10;1;5;2;;;1;23
6;5;1;1;4;2;4;3;1;1;1;1;1;6;1;3;1;1;2000;1;1;3;2;6;3;5;4;1;4;4;1;2;1;3;2;1;1;2;8;4;3;1;1;7;2;1;1;3;3;5;2;3;4;1;6;3;8;1;6;;4;;;2;1;4;2;1;6;1;5;4;1;2;1;1;9;3;7;2;1;1;3;6;3;2;1;4;1;1;4;10;4;7;4;10;2;4;3;8;3;3;1;1;2;2;1;4;1;1;;1;3;1;2;3;5;1;4;2;10;4;4;4;3;3;2;5;4;2;3;1;1;2;2;1;1;;4;2;2;10;1;1;2;1;7;1;5;1;;;1;20
10;2;1;4;;1;1;3;2;2;2;2;1;;;1;2;1;1978;2;2;1;1;0;2;6;2;1;3;2;2;2;1;1;2;2;2;2;7;2;2;1;1;8;2;1;2;1;1;1;3;4;5;2;6;2;8;1;;7;;1;1;2;3;1;1;1;1;1;1;3;1;3;6;3;6;1;5;2;1;4;1;7;3;2;1;4;3;2;4;8;5;6;4;7;;;;;;4;1;2;4;2;1;2;1;1;1;;3;2;2;3;3;3;3;3;5;2;1;1;1;1;4;4;1;2;3;5;1;;2;1;2;4;;;4;;1;1;3;2;6;2;2;;5;2;1;42
